ID or #		Start	End
gene3064		3148977	3149471
gene3069		3153563	3154222
gene3082		3168749	3169231
gene3083		3169284	3169676
gene3088		3173142	3173456
gene3139		3225722	3226171
gene3219		3303448	3304455
gene3225		3311225	3311398
gene3228		3312777	3313178
gene3249		3334909	3335187
gene3265		3346578	3347069
gene3270		3349806	3350459
gene3271		3350577	3350697
gene3276		3361176	3361940
gene3319		3407375	3407617
gene3342		3429766	3430023
gene3366		3445244	3445597
gene3377		3449901	3450233
gene3378		3450248	3450526
gene3380		3451382	3451684
gene3399		3466797	3466991
gene3417		3484218	3484436
gene3423		3490266	3490829
gene3456		3521433	3521972
gene3457		3521972	3522751
gene3486		3561497	3561823
gene3544		3623399	3623782
gene3574		3656408	3656740
gene3575		3656995	3657567
gene3586		3671292	3671894
gene3610		3703859	3704761
gene3616		3712236	3712934
gene3629		3722076	3722105
gene3642		3736353	3737177
gene3648		3743743	3744210
gene3656		3750813	3750914
gene3679		3775572	3776159
gene3686		3781741	3782562
gene3738		3836425	3836556
gene3755		3853553	3853642
gene3757		3855114	3855611
gene3790		3888435	3888509
gene3820		3920950	3921189
gene3825		3926012	3926455
gene3844		3946957	3947032
gene3862		3965761	3966090
gene3889		3993739	3994059
gene3901		4004230	4004697
gene3983		4093124	4093438
gene4013		4121757	4122287
gene4044		4161124	4161771
gene4051		4168641	4171544
gene4052		4171637	4171756
gene4060		4175944	4177128
gene4073		4192637	4192837
gene4089		4208147	4209688
gene4105		4231359	4231631
gene4112		4239777	4240055
gene4140		4270238	4270654
gene4141		4270658	4271014
gene4146		4277060	4277383
gene4147		4277469	4277933
gene4148		4277927	4278066
gene4153		4284899	4285213
gene4168		4304128	4304403
gene4225		4365018	4365356
gene4230		4370688	4370981
gene4237		4376553	4376699
gene4247		4385393	4385707
gene4256		4392892	4392945
gene4279		4416017	4416292
gene4282		4417698	4418453
gene4286		4421708	4422172
gene4292		4425520	4425834
gene4296		4427694	4428095
gene4323		4457314	4457865
gene4336		4472399	4472533
gene4343		4478473	4478889
gene4367		4506448	4506573
gene4369		4506861	4507109
gene4370		4507197	4507451
gene4370		4509479	4509793
gene4373		4509804	4510133
gene4396		4532050	4532310
gene4398		4533239	4533784
gene4422		4559539	4560000
gene4438		4579499	4579840
gene4439		4579835	4579911
gene4492		4636007	4636696
gene4496		4640402	4640542
