ID or #		Start	End
gene2245		2286211	2286287
gene2323		2380722	2381027
gene2331		2388635	2389057
gene2370		2430275	2430763
gene2382		2443891	2444169
gene2406		2467855	2468217
gene2409		2470815	2471105
gene2420		2476181	2476231
gene2421		2476310	2476510
gene2422		2476584	2476598
gene2438		2496921	2496992
gene2447		2507916	2508242
gene2457		2518467	2518811
gene2470		2527941	2528159
gene2522		2575470	2575805
gene2550		2610164	2610709
gene2566		2629290	2629481
gene2598		2665435	2666715
gene2603		2670390	2670908
gene2604		2670908	2671228
gene2607		2673346	2673768
gene2649		2718735	2719154
gene2683		2753605	2753946
gene2695		2765513	2765776
gene2699		2768665	2769486
gene2702		2770681	2771124
gene2708		2775919	2776377
gene2726		2796870	2797028
gene2727		2797211	2797510
gene2747		2814802	2814879
gene2756		2818961	2819146
gene2758		2822139	2822639
gene2764		2827362	2827733
gene2778		2843036	2843446
gene2788		2851864	2852136
gene2826		2892214	2892579
gene2830		2894919	2895779
gene2834		2899488	2900273
gene2869		2941236	2941631
gene2887		2962749	2963156
gene2896		2971271	2971489
gene2915		2989935	2990360
gene2919		2993638	2993856
gene2951		3032817	3032942
gene3004		3086187	3086402
gene3015		3095820	3096386
gene3022		3101807	3102133
gene3029		3109553	3110260
gene3030		3110366	3110441
gene3081		3168248	3168544
gene3088		3173142	3173456
gene3102		3186061	3186090
gene3103		3186187	3186552
gene3104		3186510	3187415
gene3136		3220915	3221247
gene3145		3234141	3234455
gene3162		3250077	3250376
gene3180		3267854	3268393
gene3215		3300255	3300758
gene3228		3312777	3313178
gene3235		3322072	3322158
gene3251		3336549	3336803
gene3255		3338466	3339248
gene3271		3350577	3350697
gene3315		3404495	3404637
gene3316		3404638	3405031
gene3329		3418390	3418611
gene3366		3445244	3445597
gene3399		3466797	3466991
gene3404		3474178	3474552
gene3416		3483202	3484224
gene3419		3485414	3485818
gene3546		3624378	3625514
gene3571		3654683	3655213
gene3576		3657986	3658054
gene3613		3708616	3708692
gene3624		3720049	3720261
gene3634		3726924	3727361
gene3753		3852890	3852988
gene3754		3853118	3853257
gene3770		3867728	3868060
gene3785		3884336	3884476
gene3848		3950322	3950420
gene3849		3950507	3950557
gene3878		3982509	3982585
gene3879		3982606	3982692
gene3900		4003288	4004178
gene3916		4019978	4020229
gene3919		4022218	4022733
gene3937		4041415	4041999
gene3946		4051036	4051280
gene4045		4161771	4162130
gene4056		4175388	4175463
gene4060		4175944	4177128
gene4061		4177358	4177741
gene4063		4178447	4178875
gene4089		4208147	4209688
gene4093		4213234	4213617
gene4141		4270658	4271014
gene4143		4274125	4274661
gene4144		4274760	4275041
gene4148		4277927	4278066
gene4168		4304128	4304403
gene4176		4313350	4313799
gene4214		4352584	4352880
gene4215		4352908	4353081
gene4221		4362191	4362353
gene4230		4370688	4370981
gene4235		4375699	4376265
gene4236		4376317	4376442
gene4237		4376553	4376699
gene4238		4376875	4377192
gene4247		4385393	4385707
gene4255		4392583	4392658
gene4256		4392892	4392945
gene4285		4421393	4421698
gene4291		4425118	4425513
gene4293		4425839	4426066
gene4308		4439587	4439793
gene4313		4447894	4448235
gene4333		4470527	4470913
gene4337		4472814	4473209
gene4340		4474862	4475314
gene4347		4483837	4484280
gene4371		4507466	4508617
gene4373		4509804	4510133
gene4408		4543728	4544267
gene4423		4559997	4560680
gene4445		4588876	4589079
gene4460		4605804	4606040
gene4461		4606079	4606165
gene4465		4607803	4608216
gene4470		4612128	4612289
gene4488		4633233	4633745
gene4489		4633797	4634444
gene4491		4635521	4635994
gene4497		4640942	4641628
