ID or #		Start	End
gene301		328793	329047
gene302		329044	329367
gene303		329469	330104
gene304		330115	330720
gene305		330847	332061
gene306		332160	333101
gene307		333351	334676
gene308		334856	335383
gene310		336947	337450
gene313		342328	343290
gene314		343371	344165
gene316		345361	345933
gene317		346051	346965
gene318		346953	347492
gene319		347549	348676
gene320		348802	349125
gene321		349138	351471
gene322		351474	352079
gene323		352076	353122
gene324		353169	354419
gene325		354496	355437
gene326		355452	355964
gene327		356102	361130
gene328		361127	361573
gene329		361691	362758
gene330		362825	362915
gene331		362990	363496
gene332		363559	364215
gene333		364690	365478
gene334		365549	366073
gene335		366150	366226
gene336		366471	368315
gene339		370316	371182
gene340		371273	371575
gene341		371596	372030
gene342		372053	373768
gene343		373782	374279
gene344		374281	374997
gene345		375080	375691
gene346		375684	376538
gene347		376577	377635
gene348		377632	378624
gene349		378651	379835
gene350		379880	380353
gene351		380425	382629
gene352		382640	384115
gene353		384282	385412
gene354		385458	386810
gene355		387006	387857
gene356		387935	388026
gene357		388223	389083
gene358		389374	391329
gene359		391414	394122
gene360		394188	396440
gene361		396583	396670
gene362		396806	397867
gene363		397864	398313
gene364		398385	398461
gene365		398644	399378
gene366		399408	400598
gene367		400595	401254
gene368		401336	401632
gene369		401658	402500
gene370		402550	403308
gene371		403370	404038
gene372		404202	405431
gene373		405428	406108
gene374		406200	406751
gene375		406953	407435
gene376		407567	408868
gene377		408942	410399
gene378		410474	411463
gene379		411697	412707
gene380		412838	413827
gene381		413820	414611
gene382		414714	416813
gene383		416854	419184
gene384		419927	421558
gene385		421887	424979
gene386		425168	425332
gene387		425415	425843
gene388		425975	426051
gene389		426117	426479
gene390		426538	427035
gene391		427149	428708
gene392		428771	429514
gene393		429501	430403
gene394		430469	431512
gene395		431549	432034
gene396		432097	434571
gene397		434568	436559
gene398		436573	437874
gene399		437982	438854
gene400		438965	439041
gene401		439317	441242
gene402		441361	441437
gene403		441601	443505
gene404		443519	444196
gene405		444215	444577
gene406		444581	445585
gene407		445905	447545
gene408		447656	448588
gene409		448656	448946
gene410		449002	450807
gene411		450809	451519
gene412		451598	451861
gene413		451881	452072
gene414		452073	452456
gene415		452460	452963
gene416		452970	454097
gene417		454226	454948
gene418		455109	455603
gene419		455704	457548
gene420		457641	458657
gene421		458718	459410
gene422		459411	459487
gene423		459540	460208
gene424		460332	462908
gene425		463094	464263
gene426		464291	465211
gene427		465338	466468
gene428		466572	466991
gene429		466996	467319
gene430		467395	468588
gene431		468798	470291
gene432		470474	471043
gene433		471129	472145
gene434		472142	473857
gene435		474323	475372
gene436		475396	475920
gene437		475988	476893
gene438		476975	477421
gene439		477449	478669
gene440		478666	479112
gene441		479263	480321
gene442		480515	481855
gene443		482081	483298
gene444		483525	484823
gene445		484834	485271
gene446		485294	485857
gene447		485844	487253
gene448		487373	489064
gene449		489132	490484
gene450		490524	491030
gene451		491148	493370
gene452		493516	494109
gene453		494182	495780
gene454		495826	497673
gene455		497740	500421
gene456		500507	501811
gene457		501808	502779
gene458		502776	503663
gene459		503699	504991
gene460		505019	506023
gene461		506048	506569
gene463		507708	509171
gene464		509277	510791
gene466		512424	513704
gene467		513712	514623
gene468		514716	516479
gene469		516635	517621
gene470		517625	519493
gene471		519421	521010
gene472		521113	521676
gene473		521676	522602
gene474		522629	523711
gene475		523901	524662
gene476		524659	525942
gene477		526001	526606
gene478		526715	527299
gene479		527307	527834
gene480		528020	528811
gene481		528811	530598
gene482		530676	531155
gene483		531159	531563
gene484		531812	532963
gene485		533025	534281
gene487		535831	536988
gene488		537115	538713
gene489		538710	540125
gene490		540122	541429
gene491		541432	541863
gene492		541938	543272
gene493		543277	543924
gene494		543949	545160
gene495		545168	545977
gene496		546072	547349
gene497		547487	548293
gene498		548343	549941
gene499		549995	551410
gene500		551502	551575
gene501		551749	552627
gene502		552751	553722
gene503		553719	554936
gene504		554936	556267
gene505		556278	556916
gene506		557013	557507
gene507		557766	558212
gene508		558326	559318
gene509		559367	559771
gene510		559928	560647
gene511		560753	561526
gene512		561505	562152
gene513		562374	563828
gene514		564174	564677
gene515		564768	566189
gene516		566245	566916
gene517		566913	567503
gene518		567611	568633
gene519		568657	569901
gene520		569943	571556
gene521		571556	572113
gene522		572110	573294
gene523		573484	574092
gene524		574152	574805
gene525		575047	575577
gene526		575603	576178
gene527		576241	576543
gene529		577712	579271
gene530		579319	580539
gene531		580616	582454
gene532		582523	584136
gene533		584234	585091
gene534		585265	586752
gene535		586873	587826
gene536		587895	588005
gene537		588066	588989
gene538		588986	589954
gene539		590020	591861
gene542		594993	595067
gene543		595102	596595
gene544		596681	597250
gene545		597228	598265
gene546		598382	599362
gene547		599365	600117
gene548		600164	601303
gene549		601582	602205
gene550		602213	602788
gene551		602835	603260
gene552		603494	604021
gene553		604206	605270
gene554		605267	608923
gene555		609194	610261
gene556		610340	610645
gene557		610704	611393
gene558		611414	613135
gene559		613135	614040
gene560		614097	614675
gene561		614772	616025
gene562		616111	617541
gene563		617538	618611
gene564		618694	620142
gene565		620314	622170
gene566		622334	623029
gene567		623026	624711
gene568		624777	625490
gene569		625634	626773
gene570		627037	627594
gene571		627909	628910
gene572		629042	630304
gene573		630316	631257
gene574		631254	632969
gene575		632966	633559
gene576		633556	634704
gene577		634701	636032
gene578		636082	637395
gene579		637465	639582
gene580		639691	640575
gene581		640621	641406
gene582		641528	642826
gene583		642910	643872
gene584		643869	645443
gene585		645570	645896
gene586		645893	646165
gene587		646162	647745
gene588		647935	648771
gene589		648802	649329
gene590		649326	650465
gene591		650477	651235
gene592		651276	653669
gene593		653666	654583
gene594		654580	655062
gene595		655059	655583
gene596		655788	656084
gene597		656081	657709
gene598		657706	659211
gene599		659227	660303
gene600		660450	661337
gene601		661356	662006
gene602		662415	663782
gene603		663779	664909
gene604		664985	665878
gene605		665959	666651
gene606		666704	666946
gene607		667088	668470
gene608		668467	669603
gene609		669600	670235
gene610		670243	671556
gene611		671553	672329
gene612		672367	672756
gene613		672864	674288
gene614		674658	675560
gene615		675730	676434
gene616		676431	677021
gene617		677018	678439
gene618		678782	679030
gene619		679424	680800
gene620		680904	681287
gene621		681298	681714
gene622		681834	683144
gene623		683137	684543
gene624		684562	685725
gene625		685722	687269
gene626		687347	688438
gene627		688545	689465
gene628		689578	691161
gene629		691215	692246
gene630		692309	692539
gene631		692570	694480
gene632		694562	695227
gene633		695433	695507
gene634		695571	695798
gene635		696031	696153
gene636		696150	696986
gene637		696983	698134
gene638		698131	699189
gene639		699186	700034
gene640		700031	700330
gene641		700416	701078
gene642		701262	701567
gene643		701600	702640
gene646		705671	707173
gene647		707173	709077
gene648		709082	709462
gene649		709731	710579
gene650		710576	710953
gene653		712266	712655
gene654		712726	713145
gene655		713474	714355
gene656		714376	714663
gene657		714743	715681
gene658		715678	717153
gene659		717153	717542
gene660		718100	718945
gene661		719033	719689
gene662		719770	720699
gene663		720696	721766
gene664		721847	722680
gene665		722813	723736
gene666		723878	724384
gene667		724509	725729
gene668		725775	725851
gene669		725910	726788
gene670		727107	728303
gene671		728350	728664
gene672		729318	730175
gene673		730279	731115
gene674		731221	732090
gene675		732144	732701
gene676		732727	733563
gene677		733613	734212
gene678		734368	735522
gene679		735519	736586
gene680		736583	738022
gene681		738131	738649
gene682		738708	739355
gene683		739469	741085
gene684		741093	743222
gene685		743238	744425
gene686		744427	744957
gene687		744954	745832
gene688		746034	746408
gene689		746405	748027
gene690		748137	749402
gene691		749399	750766
gene692		750905	752056
gene693		752031	752963
gene694		753086	754912
gene695		754833	755705
gene696		755835	756422
gene697		756424	757410
gene698		757453	757794
gene699		757987	760779
gene700		760860	761306
gene701		761389	762285
gene702		762282	762650
gene703		762662	763093
gene704		763093	764070
gene705		764067	764909
gene706		764887	765891
gene707		766023	766292
gene708		766588	768849
gene709		768952	770271
gene710		770315	771106
gene711		771099	771617
gene712		771635	772906
gene713		772948	773865
gene714		773880	775565
gene716		778769	779383
gene717		779394	779915
gene718		779995	781299
gene719		781481	781786
gene720		781885	782103
gene721		782323	783378
gene722		783375	784391
gene723		784431	785978
gene724		785978	786916
gene725		786926	787879
gene726		787905	788540
gene727		788566	789909
gene728		790173	791813
gene729		791810	793909
gene730		794107	795687
gene731		795742	796458
gene732		796753	797127
gene733		797171	798292
gene734		798438	799055
gene735		799055	799714
gene736		799714	799872
gene737		799904	800689
gene738		800686	801213
gene739		801189	801677
gene740		801816	803009
gene741		803114	803554
gene742		803631	804320
gene743		804317	805507
gene744		805649	806230
gene745		806302	807705
gene746		807725	808303
gene747		808835	811834
gene748		812072	813298
gene749		813298	814155
gene750		814152	815093
gene751		815181	815387
gene752		815438	815818
gene753		815802	816230
gene754		816230	816688
gene755		816685	817419
gene756		817432	818553
gene757		818765	819838
gene758		820029	821237
gene759		821269	822078
gene760		822075	822740
gene761		822869	823384
gene762		823520	823890
gene763		823971	824417
gene764		824414	824899
gene765		824977	825825
gene766		825846	826946
gene767		826946	828376
gene768		828583	829299
gene769		829296	829574
gene770		829821	830426
gene771		830502	834212
gene772		834414	835895
gene773		836080	837396
gene774		837393	838451
gene775		838528	839523
gene776		839526	840422
gene777		840419	841237
gene778		841262	841708
gene779		841820	842947
gene780		842992	843420
gene781		843445	847548
gene782		847657	849291
gene783		849569	850984
gene784		851048	851797
gene785		851903	852574
gene786		852574	853698
gene787		853707	854627
gene788		855163	856986
gene789		857159	858316
gene790		858390	859229
gene791		859426	859501
gene792		859588	860331
gene793		860477	861646
gene794		861643	861885
gene795		861889	862707
gene796		862704	863900
gene797		864016	865686
gene798		865695	867167
gene799		867339	868661
gene800		868665	869777
gene801		869781	870269
gene802		870306	870731
gene803		871052	873190
gene804		873306	874415
gene805		874412	875314
gene806		875311	876045
gene807		876055	877194
gene808		877191	877625
gene809		877857	878657
gene810		878808	879023
gene811		879108	879662
gene812		879659	880474
gene813		880532	882199
gene814		882283	883176
gene815		883230	884687
gene816		884694	884969
gene817		884992	885393
gene818		885408	886103
gene819		886156	886515
gene820		886550	887872
gene821		887989	888963
gene822		889028	889852
gene823		889843	891444
gene824		891468	891812
gene825		891805	893625
gene826		893781	894351
gene827		894387	894848
gene828		894910	895593
gene829		895597	896949
gene830		897014	897376
gene831		897385	898152
gene832		898149	899081
gene833		899078	899893
gene834		899916	900680
gene835		900677	901366
gene836		901363	902508
gene837		902514	903668
gene838		903735	904958
gene839		904970	907999
gene840		908046	911279
gene841		911287	912771
gene842		912877	914541
gene843		914590	914670
gene844		914736	915224
gene845		915308	915383
gene846		915451	915999
gene847		916104	917831
gene848		917935	918093
gene849		918203	919357
gene850		919647	921548
gene851		921561	922070
gene852		922106	923137
gene853		923287	924882
gene854		925024	925800
gene855		925793	927418
gene856		927490	928566
gene857		928711	929802
gene858		929828	932089
gene859		932091	932336
gene860		932531	933325
gene861		933375	934952
gene862		934961	935746
gene863		935866	935940
gene864		935993	936065
gene865		936195	936270
gene866		936373	938181
gene867		938178	939938
gene868		939935	941083
gene869		941111	942577
gene870		942701	943477
gene871		943706	945160
gene872		945164	945769
gene873		945942	947270
gene874		947351	948025
gene875		948022	949059
gene876		949056	950195
gene877		950229	950681
gene878		950799	951923
gene879		951920	952960
gene880		952950	955142
gene881		955146	955709
gene882		955947	957200
gene883		957333	957806
gene884		957874	958788
gene885		958963	959535
gene886		959538	959741
gene887		959815	960477
gene888		960482	961399
gene889		961450	962595
gene890		962585	963757
gene891		963840	964610
gene892		964607	966802
gene893		966896	968152
gene894		968202	970007
gene895		970120	971430
gene896		971427	972050
gene897		972043	973146
gene898		973143	974129
gene899		974216	975739
gene900		975736	977868
gene901		977924	980509
gene902		980530	982365
gene903		982323	983198
gene904		983195	984082
gene905		984260	985405
gene906		985495	986799
gene909		990375	991556
gene910		991752	993014
gene911		993138	994724
gene912		994925	995395
gene913		995392	995637
gene914		995742	996344
gene915		996348	997094
gene916		997343	997696
gene917		997733	998476
gene918		998473	999072
gene919		999069	999821
gene920		999937	1000260
gene921		1000395	1000814
gene922		1000811	1002415
gene923		1002412	1003686
gene924		1003746	1004786
gene925		1004957	1005460
gene926		1005489	1006733
gene927		1006910	1007155
gene928		1007217	1008269
gene929		1008302	1009225
gene930		1009333	1010535
gene931		1010572	1013316
gene932		1013571	1014002
gene933		1013995	1014501
gene934		1014517	1014593
gene935		1014666	1015505
gene936		1015502	1015846
gene937		1015833	1016417
gene938		1016556	1017056
gene939		1017262	1018176
gene940		1018258	1019820
gene941		1019839	1020426
gene942		1020470	1021405
gene943		1021495	1022076
gene944		1022190	1023119
gene945		1023116	1023850
gene946		1023954	1024922
gene947		1024957	1025754
gene948		1025875	1026189
gene949		1026227	1026551
gene950		1026734	1028179
gene951		1028269	1029174
gene952		1029187	1029828
gene953		1029923	1030618
gene954		1030788	1031015
gene955		1031123	1033042
gene956		1032958	1033263
gene957		1033706	1034314
gene958		1034311	1035519
gene959		1035491	1036246
gene960		1036384	1036791
gene961		1036872	1037447
gene962		1037488	1037760
gene963		1037860	1039050
gene964		1039170	1039245
gene965		1039341	1039967
gene966		1040058	1041713
gene967		1041710	1043437
gene968		1043434	1044819
gene969		1044856	1046301
gene970		1046414	1046490
gene971		1046690	1047241
gene972		1047340	1049022
gene973		1049209	1050228
gene974		1050307	1051017
gene975		1051055	1052128
gene976		1052920	1053432
gene977		1053593	1056199
gene978		1056375	1056848
gene979		1057036	1057761
gene980		1057783	1058610
gene981		1058728	1058801
gene982		1058878	1059771
gene983		1059855	1059928
gene984		1059971	1061335
gene985		1061600	1062217
gene986		1062259	1062924
gene987		1063099	1064397
gene988		1064460	1065077
gene989		1065163	1065498
gene990		1065861	1068545
gene991		1068685	1069479
gene992		1069523	1070272
gene993		1070391	1072106
gene994		1072103	1072828
gene995		1072861	1073796
gene996		1073796	1075136
gene997		1075168	1075893
gene998		1075883	1076806
gene999		1076803	1078071
gene1001		1079579	1080214
gene1002		1080493	1083909
gene1003		1083909	1085462
gene1004		1085459	1085959
gene1005		1086035	1086457
gene1006		1086502	1087161
gene1007		1087559	1090834
gene1008		1091066	1091371
gene1009		1091423	1091680
gene1010		1091850	1093397
gene1011		1093401	1094606
gene1012		1094679	1096028
gene1013		1096108	1096329
gene1014		1096404	1097051
gene1015		1097048	1097473
gene1016		1097487	1098152
gene1017		1098274	1098349
gene1018		1099307	1100317
gene1021		1104560	1104853
gene1022		1104850	1104996
gene1024		1106433	1107098
gene1025		1107565	1108695
gene1026		1108863	1108938
gene1027		1109182	1110261
gene1028		1110356	1111048
gene1029		1111211	1112743
gene1030		1112770	1114431
gene1031		1114428	1115813
gene1032		1116013	1116324
gene1033		1116406	1117728
gene1034		1117875	1118786
gene1035		1118852	1119700
gene1036		1119823	1120893
gene1037		1121100	1122176
gene1038		1122186	1122491
gene1039		1122744	1123859
gene1043		1127367	1128635
gene1044		1129140	1129385
gene1045		1129397	1129864
gene1046		1129861	1132038
gene1047		1132297	1133268
gene1048		1133708	1134748
gene1049		1134745	1135425
gene1050		1135479	1136342
gene1051		1136444	1137310
gene1052		1137307	1138077
gene1053		1138109	1138729
gene1054		1138762	1139418
gene1055		1139418	1140512
gene1056		1140717	1140983
gene1057		1140985	1141836
gene1058		1141929	1142303
gene1059		1142290	1142535
gene1060		1142604	1143074
gene1061		1143569	1144288
gene1062		1144762	1145088
gene1063		1145085	1148783
gene1064		1148893	1150911
gene1065		1150908	1151588
gene1066		1151588	1152199
gene1067		1152225	1152743
gene1068		1152751	1153209
gene1069		1153247	1154140
gene1070		1154364	1155419
gene1071		1155560	1155636
gene1072		1155665	1155736
gene1073		1155795	1155865
gene1074		1155884	1155957
gene1075		1156116	1157105
gene1076		1157102	1157677
gene1077		1157674	1158774
gene1078		1158771	1160402
gene1079		1160419	1161090
gene1080		1161424	1162116
gene1081		1162113	1163246
gene1082		1163247	1163903
gene1083		1163900	1165213
gene1084		1165210	1165686
gene1085		1165748	1166011
gene1086		1166065	1166913
gene1087		1166960	1167730
gene1088		1167775	1168155
gene1089		1168152	1169702
gene1090		1169702	1170307
gene1091		1170433	1170756
gene1092		1170762	1171568
gene1093		1171598	1172923
gene1094		1172920	1173726
gene1095		1173729	1174712
gene1096		1174916	1179568
gene1097		1179561	1181021
gene1098		1181098	1182585
gene1099		1182604	1183200
gene1100		1183377	1183461
gene1101		1183529	1186402
gene1102		1186399	1186830
gene1103		1186827	1188497
gene1104		1188536	1188970
gene1105		1188967	1189251
gene1106		1189265	1189642
gene1107		1189674	1190192
gene1108		1190260	1193073
gene1109		1193057	1194430
gene1110		1194573	1196030
gene1111		1196166	1197371
gene1112		1197376	1198077
gene1113		1198232	1200601
gene1114		1200598	1201245
gene1115		1201283	1203412
gene1116		1203490	1204128
gene1117		1204125	1204889
gene1118		1204972	1205904
gene1119		1205921	1207180
gene1120		1207233	1208699
gene1121		1208732	1211365
gene1122		1211408	1212331
gene1123		1212362	1213042
gene1124		1213157	1216141
gene1125		1216182	1216853
gene1126		1216840	1218771
gene1127		1218768	1219664
gene1128		1219661	1220707
gene1129		1220739	1221704
gene1130		1221854	1222480
gene1131		1222663	1223673
gene1132		1223781	1225028
gene1133		1225031	1225822
gene1134		1225904	1226155
gene1135		1226249	1227190
gene1136		1227187	1228749
gene1137		1228739	1230340
gene1138		1230396	1231514
gene1139		1231575	1233749
gene1140		1234012	1234992
gene1141		1235082	1236098
gene1142		1236141	1236917
gene1143		1236914	1237879
gene1144		1238085	1238714
gene1145		1238799	1240271
gene1146		1240273	1241511
gene1147		1241558	1242322
gene1148		1242324	1242650
gene1149		1242759	1243706
gene1150		1243829	1245427
gene1151		1245458	1246375
gene1152		1246372	1246743
gene1153		1246740	1247207
gene1154		1247381	1248127
gene1155		1248165	1248923
gene1156		1248997	1249833
gene1157		1249920	1250744
gene1158		1250741	1251586
gene1159		1251579	1252421
gene1160		1252531	1252788
gene1161		1252892	1253950
gene1162		1254088	1255041
gene1163		1255118	1257766
gene1164		1257870	1259114
gene1165		1259228	1260424
gene1166		1260500	1262623
gene1167		1262620	1263333
gene1168		1263453	1264796
gene1169		1264829	1266178
gene1170		1266181	1267074
gene1171		1267138	1270647
gene1172		1270730	1270816
gene1173		1270933	1272258
gene1174		1272311	1272550
gene1175		1272662	1272862
gene1176		1272932	1273765
gene1177		1273830	1275098
gene1178		1275121	1276071
gene1179		1276164	1276904
gene1180		1276901	1278028
gene1181		1278045	1279109
gene1182		1279110	1280864
gene1183		1280861	1282588
gene1184		1282604	1283080
gene1186		1284703	1285167
gene1187		1285292	1285483
gene1188		1285480	1286874
gene1189		1286912	1288003
gene1190		1288036	1288431
gene1191		1288443	1290542
gene1192		1290581	1290838
gene1193		1290859	1291716
gene1194		1291791	1294775
gene1195		1294795	1295880
gene1196		1295971	1296702
gene1197		1296779	1297126
gene1198		1297214	1298404
gene1199		1298466	1298942
gene1200		1299167	1301197
gene1201		1301257	1301805
gene1202		1301822	1302067
gene1203		1302261	1302914
gene1205		1304457	1304873
gene1206		1304942	1305223
gene1207		1305278	1306336
gene1208		1306527	1307165
gene1209		1307288	1308058
gene1210		1308128	1309204
gene1211		1309210	1310904
gene1212		1311276	1312502
gene1214		1315226	1316692
gene1215		1316689	1317474
gene1216		1317884	1318285
gene1217		1318282	1319937
gene1218		1319991	1320851
gene1219		1321187	1321579
gene1220		1321634	1323100
gene1221		1323181	1323804
gene1222		1323871	1324998
gene1223		1325054	1326163
gene1224		1326103	1326966
gene1225		1326963	1327784
gene1226		1327781	1329514
gene1227		1329851	1330816
gene1228		1330860	1332185
gene1229		1332197	1332670
gene1230		1332660	1333733
gene1231		1333774	1334535
gene1232		1334532	1335665
gene1233		1335741	1336754
gene1234		1336925	1337785
gene1235		1337880	1338299
gene1236		1338315	1339595
gene1237		1339596	1341455
gene1238		1341567	1342229
gene1239		1342425	1342691
gene1240		1342794	1343813
gene1241		1343824	1346427
gene1242		1346421	1347278
gene1243		1347408	1348382
gene1244		1348429	1350936
gene1245		1351094	1352473
gene1246		1352585	1353640
gene1247		1353649	1355700
gene1248		1355825	1357087
gene1249		1357103	1358389
gene1250		1358397	1358837
gene1251		1358904	1359554
gene1252		1359626	1359940
gene1253		1360079	1360966
gene1254		1360963	1364268
gene1255		1364272	1365456
gene1256		1365453	1366079
gene1257		1366076	1367455
gene1258		1367452	1368435
gene1259		1368439	1369047
gene1260		1369216	1369668
gene1261		1369661	1370260
gene1262		1370345	1371514
gene1263		1371511	1372218
gene1264		1372215	1373450
gene1265		1373530	1374453
gene1266		1374453	1375721
gene1267		1375718	1376287
gene1268		1376247	1378958
gene1269		1378955	1379344
gene1270		1380197	1383013
gene1271		1383215	1383841
gene1272		1384130	1385527
gene1273		1385580	1386170
gene1274		1386490	1386942
gene1275		1386966	1388780
gene1276		1388926	1390218
gene1277		1390277	1391653
gene1278		1391828	1393366
gene1279		1393452	1394069
gene1280		1394081	1396360
gene1281		1396497	1397537
gene1282		1397534	1399396
gene1283		1399467	1399925
gene1284		1399986	1401008
gene1285		1401005	1401649
gene1286		1401730	1402365
gene1287		1402413	1403174
gene1288		1403274	1405367
gene1289		1405374	1406774
gene1290		1406862	1407377
gene1291		1407453	1408067
gene1292		1408139	1409389
gene1293		1409466	1411637
gene1294		1411679	1412335
gene1295		1412432	1412944
gene1296		1412952	1413290
gene1297		1413290	1414264
gene1298		1414268	1414786
gene1299		1414783	1416798
gene1300		1416952	1419654
gene1301		1419856	1421328
gene1302		1421488	1423440
gene1303		1423575	1424276
gene1304		1424303	1424986
gene1305		1424938	1425642
gene1306		1425666	1425983
gene1307		1425980	1426756
gene1308		1426753	1427235
gene1309		1427353	1427895
gene1310		1427915	1428214
gene1311		1428506	1429921
gene1312		1429941	1431122
gene1313		1431119	1431787
gene1314		1431844	1434573
gene1315		1434622	1437228
gene1316		1437238	1440753
gene1317		1440750	1441772
gene1318		1441800	1443374
gene1319		1443645	1444676
gene1320		1444695	1447631
gene1321		1447628	1448701
gene1322		1448961	1451066
