ID or #		Start	End
gene2040		2066305	2067321
gene2043		2068635	2068940
gene2051		2076817	2077038
gene2054		2077940	2078107
gene2075		2094535	2095125
gene2113		2135655	2136098
gene2162		2186960	2187298
gene2167		2192515	2192796
gene2191		2225801	2226379
gene2208		2242984	2243652
gene2237		2277893	2278237
gene2241		2282517	2282801
gene2287		2339567	2340289
gene2300		2357804	2358001
gene2314		2372557	2372892
gene2315		2372892	2373278
gene2338		2395908	2396450
gene2352		2412677	2413132
gene2363		2423736	2424509
gene2396		2456327	2456812
gene2402		2464252	2465007
gene2404		2466309	2466383
gene2422		2476584	2476598
gene2438		2496921	2496992
gene2453		2514331	2515443
gene2458		2518813	2519205
gene2469		2526946	2527944
gene2470		2527941	2528159
gene2505		2561625	2561993
gene2527		2582903	2583478
gene2540		2598882	2599760
gene2566		2629290	2629481
gene2592		2659903	2660289
gene2601		2668006	2668071
gene2628		2700117	2700197
gene2665		2737599	2737646
gene2669		2741360	2741725
gene2673		2744183	2744530
gene2683		2753605	2753946
gene2701		2770445	2770681
gene2713		2777972	2777985
gene2717		2785762	2785837
gene2726		2796870	2797028
gene2730		2799164	2799613
gene2734		2800965	2801375
gene2750		2816937	2817503
gene2766		2828621	2828980
gene2773		2837578	2838105
gene2792		2856453	2856806
gene2809		2873014	2873337
gene2828		2893919	2894179
gene2931		3003489	3003968
gene2973		3055612	3055941
gene2979		3058666	3059325
gene2984		3063993	3064778
gene3003		3085920	3086051
gene3009		3091134	3091865
gene3016		3096383	3096673
gene3039		3123827	3124231
gene3053		3139716	3139964
gene3074		3158627	3158884
gene3080		3167851	3168246
gene3083		3169284	3169676
gene3100		3184840	3185130
gene3102		3186061	3186090
gene3103		3186187	3186552
gene3104		3186510	3187415
gene3131		3215598	3215673
gene3158		3248439	3248822
gene3192		3280217	3280690
gene3207		3295394	3295789
gene3235		3322072	3322158
gene3236		3322173	3322505
gene3247		3333140	3333451
gene3252		3336963	3337256
gene3293		3378223	3378651
gene3310		3398387	3398875
gene3315		3404495	3404637
gene3323		3411271	3411567
gene3338		3426958	3427033
gene3339		3427076	3427152
gene3340		3427221	3428762
gene3347		3432436	3433560
gene3364		3444543	3444722
gene3372		3447778	3448149
gene3381		3451681	3452286
gene3384		3453508	3453927
gene3406		3474973	3475332
gene3425		3491453	3491620
gene3429		3496551	3496877
gene3452		3518543	3519064
gene3476		3545624	3546199
gene3486		3561497	3561823
gene3518		3595477	3596403
gene3545		3623887	3624237
gene3546		3624378	3625514
gene3568		3653231	3653713
gene3571		3654683	3655213
gene3573		3655966	3656292
gene3583		3666180	3667580
gene3601		3695997	3696185
gene3623		3719478	3719768
gene3629		3722076	3722105
gene3634		3726924	3727361
gene3661		3754105	3754428
gene3673		3769345	3769783
gene3674		3769948	3770146
gene3676		3771382	3771744
gene3690		3784584	3785015
gene3728		3822106	3822381
gene3737		3836222	3836316
gene3751		3850802	3851092
gene3785		3884336	3884476
gene3786		3884493	3884852
gene3787		3884816	3885073
gene3890		3994522	3994725
gene4034		4147466	4148317
gene4059		4175754	4175829
gene4060		4175944	4177128
gene4062		4177743	4178288
gene4069		4189786	4190325
gene4073		4192637	4192837
gene4128		4259237	4259446
gene4140		4270238	4270654
gene4144		4274760	4275041
gene4147		4277469	4277933
gene4176		4313350	4313799
gene4177		4313868	4314197
gene4212		4351843	4352073
gene4230		4370688	4370981
gene4236		4376317	4376442
gene4242		4379377	4379772
gene4263		4400288	4400596
gene4267		4404386	4404583
gene4275		4411979	4412377
gene4279		4416017	4416292
gene4290		4424516	4424791
gene4293		4425839	4426066
gene4333		4470527	4470913
gene4392		4528111	4528917
gene4419		4556993	4557385
gene4438		4579499	4579840
gene4439		4579835	4579911
gene4466		4608185	4608631
gene4470		4612128	4612289
